Direccion,Precio,UF,m2_Construidos,m2_totales,Habitaciones,Banos,Estacionamientos,Publi
"Puente Alto, Pedro Núñez Fernández",98000000,2814.232,73,73,3,2,2,31/10/2022
"La Pintana, El Lingue/Juanita",50000000,1435.833,60,69,3,1,1,30/10/2022
"Ñuñoa, San Fernando 4615",410911400,11800.0,140,230,3,3,3,30/10/2022
"Pudahuel, Río Trancura",142000000,4077.765,90,106,2,3,0,30/10/2022
"Pudahuel, El Rodeo 1674",382704770,10990.0,243,643,3,4,2,29/10/2022
"Maipú, Pto Maureira 1333",157225845,4515.0,130,125,4,2,1,29/10/2022
"Puente Alto, Los Tricahues",65000000,1866.582,82,107,4,1,2,29/10/2022
"Peñalolén, Avenida Consistorial",398723350,11450.0,135,342,3,3,2,29/10/2022
"Cerrillos, Los Limoneros",135000000,3876.748,93,126,4,2,2,28/10/2022
"Pudahuel, Papa San Anacleto 532",121880500,3500.0,60,162,3,2,2,28/10/2022
"Puente Alto, El Soldador, Puente Alto",60000000,1722.999,0,0,4,2,1,28/10/2022
"Santiago, Joaquín Rodríguez",290772050,8350.0,180,360,5,2,1,28/10/2022
"Santiago, Bombero Núñez",365641500,10500.0,180,280,6,6,0,28/10/2022
"Colina, Av. Casa de Piedra 13",295995500,8500.0,140,387,5,4,2,28/10/2022
"Puente Alto, El Agricultor 3483",140000000,4020.331,0,0,4,3,2,28/10/2022
"Cerro Navia, Conde de Quinta Alegre 1162, Cerro Navia, Chile",124666340,3580.0,122,134,2,3,2,28/10/2022
"Puente Alto, Calle Cardenal Fresno",140000000,4020.331,92,172,3,3,4,27/10/2022
"Santiago, Villa Andes del Sur",85000000,2440.915,0,0,2,1,2,27/10/2022
"Puente Alto, Pasajee Portalegre",182000000,5226.431,0,0,4,3,1,27/10/2022
"Puente Alto, Santa Paola",125000000,3589.582,120,121,4,2,3,27/10/2022
"Puente Alto, Lomas de Eyzaguirre",90000000,2584.499,65,85,3,2,1,27/10/2022
"Puente Alto, Los prados",125000000,3589.582,131,131,5,2,1,27/10/2022
"Puente Alto, Aveiro Norte",153221200,4400.0,110,146,4,3,1,27/10/2022
"Santiago, Volcán Huanquihue",128845100,3700.0,65,134,3,2,2,27/10/2022
"Santiago, Pasaje la Cañada Poniente",117000000,3359.848,88,80,3,2,1,27/10/2022
"San José de Maipo, El canelo",135000000,3876.748,137,300,3,2,2,27/10/2022
"Santiago, El Canal 21500",253511440,7280.0,109,220,4,3,3,27/10/2022
"San Joaquín, Liszt 3000",414393700,11900.0,110,750,4,2,2,27/10/2022
"Santiago, La Travesía 9041",407429100,11700.0,265,260,5,4,5,27/10/2022
"Santiago, San Diego 1474",174900000,5022.543,160,160,3,2,1,27/10/2022
"Pedro Aguirre Cerda, Pasaje 9 Norte",75000000,2153.749,60,140,2,1,1,27/10/2022
"Providencia, Punta Arenas",295995500,8500.0,216,226,5,4,1,27/10/2022
"Huechuraba, Av. Sta. Marta de Huechuraba 6950",226349500,6500.0,103,141,3,3,2,27/10/2022
"Curacaví, De salazar",90000000,2584.499,65,90,3,2,1,26/10/2022
"Santiago, Venta Casa 2 Pisos , Cercana a Autopista del Sol.",75000000,2153.749,70,80,3,1,1,26/10/2022
"Quilicura, Volcán Lonquimay",65000000,1866.582,97,120,4,2,2,26/10/2022
"La Florida, Pasaje el Huingan",167000000,4795.681,70,206,3,2,2,26/10/2022
"Pudahuel, El Fundo 20989",259431350,7450.0,145,289,5,3,1,26/10/2022
"Buin, Caupolicán 295",210000000,6030.497,100,450,3,2,4,25/10/2022
"Cerrillos, Calle Francia",132327400,3800.0,130,107,4,2,2,25/10/2022
"Peñalolén, Avenida El Valle 6993",191526500,5500.0,108,213,3,3,2,25/10/2022
"San Bernardo, Condominio Parque Balmaceda",187500000,5384.372,108,182,4,3,2,25/10/2022
"San Bernardo, Pje. Victor Domingo Silva",53500000,1536.341,48,60,2,1,1,25/10/2022
"Quilicura, Volcán Tupungatito",75000000,2153.749,70,80,3,1,1,25/10/2022
"Buin, Alicia Santibañez",135000000,3876.748,86,180,3,2,2,25/10/2022
"Santiago, Los Rosales 1947, A",156703500,4500.0,78,150,3,2,2,25/10/2022
"Peñalolén, Sendero El Jardín Ote. 2700",365641500,10500.0,157,327,5,3,4,25/10/2022
"San Bernardo, Florida 982",65000000,1866.582,50,50,3,1,0,25/10/2022
"Maipú, Casa en Maipu",125000000,3589.582,60,160,3,1,1,25/10/2022
"Las Condes, Nva delhi",350000000,10050.828,96,211,3,2,2,25/10/2022
"Peñalolén, Pasaje 336",130000000,3733.165,62,160,3,2,1,25/10/2022
"Puente Alto, El peñón",68000000,1952.732,45,60,2,1,0,25/10/2022
"La Florida, Alto macul",480000000,13783.993,240,600,5,6,2,25/10/2022
"La Florida, Cam. del Paisaje 6800",480000000,13783.993,240,600,5,6,7,25/10/2022
"Puente Alto, Pje. Loma del Raco Nte. 2760",130000000,3733.165,60,150,3,1,1,25/10/2022
"Puente Alto, Paranal 1968",88000000,2527.065,58,65,3,1,1,25/10/2022
"La Florida, Ntra. Sra. de Fátima 9510",170000000,4881.831,86,173,2,2,1,25/10/2022
"San Bernardo, Juan de Herrera 14208",95000000,2728.082,130,195,5,3,2,25/10/2022
"La Reina, Veintitrés de Febrero 8665",590000000,16942.825,140,446,4,3,3,25/10/2022
"Macul, Guillermo Blest Gana 1903",226349500,6500.0,140,250,4,2,3,25/10/2022
"San Bernardo, Urmeneta 017",130000000,3733.165,83,216,4,1,1,25/10/2022
"La Reina, Avenida Echeñique",750000000,21537.49,240,1000,5,3,2,25/10/2022
"Santiago, Camino la Farfana",160000000,4594.664,129,147,3,2,2,25/10/2022
"Maipú, Avenida Sur & Avenida Tres Poniente",2819,0.081,85,101,4,1,1,25/10/2022
"Quilicura, Lipangue 1330",159837570,4590.0,64,149,3,2,2,24/10/2022
"Santiago, Santiago Concha",191526500,5500.0,170,250,4,2,0,24/10/2022
"Santiago, Los Alamos Poniente",308183550,8850.0,125,287,3,3,3,24/10/2022
"Puente Alto, Junquillar",130000000,3733.165,120,130,6,3,1,24/10/2022
"Santiago, Colin",288334440,8280.0,263,23000,5,3,0,24/10/2022
"Santiago, 47pcg849+f3",192571190,5530.0,176,5600,5,2,0,24/10/2022
"Maipú, Pasaje Pirineo 3286, Maipu",167150400,4800.0,92,200,3,1,1,24/10/2022
"Buin, Pasaje Mario Zenteno Zenteno",101000000,2900.382,60,120,3,2,3,24/10/2022
"Huechuraba, Av. Guanaco norte 1751 casa xx",250000000,7179.163,160,225,3,3,2,24/10/2022
"Santiago, C. Palermo 1850",160185800,4600.0,63,183,3,1,0,24/10/2022
"San Joaquín, Carmen 2544",145000000,4163.915,70,144,3,2,1,24/10/2022
"Peñalolén, El estero",1450000,41.639,114,280,4,3,0,24/10/2022
"San Bernardo, C. Valle Río Maipo 2509",87000000,2498.349,50,65,3,2,1,24/10/2022
"Maipú, Avenida Segunda Transversal",150000000,4307.498,130,182,5,2,1,24/10/2022
"Maipú, rene olivares becerra 3179",155000000,4451.081,86,132,3,3,1,24/10/2022
"La Reina, Príncipe de Gales & Carlos Ossandon",414393700,11900.0,0,0,4,4,2,24/10/2022
"Puente Alto, Domingo Tocornal",78000000,2239.899,75,140,2,1,2,24/10/2022
"Cerro Navia, Pedro Urriola, Cerro Navia",85838695,2465.0,120,248,4,2,2,24/10/2022
"Renca, Avenida Parque Sur",100000000,2871.665,82,122,2,2,1,24/10/2022
"La Pintana, Apóstol Santiago",45000000,1292.249,50,60,3,2,1,24/10/2022
"Cerro Navia, Islas Azores, Santiago, Cerro Navia, Chile",92000000,2641.932,42,200,2,1,1,24/10/2022
"Pudahuel, Simon Bolívar",70000000,2010.166,72,500,3,1,4,24/10/2022
"Puente Alto, Tiziano",75000000,2153.749,59,100,2,1,2,24/10/2022
"Santiago, Iloca 1353",137000000,3934.181,95,150,3,1,1,23/10/2022
"La Florida, Tauro 10602",154126598,4426.0,80,130,4,2,0,23/10/2022
"Puente Alto, Nonato Coo 2550",116000000,3331.132,92,157,4,2,2,23/10/2022
"Puente Alto, Villa el Alba",161021552,4624.0,190,200,4,2,1,23/10/2022
"Colina, Escuela Básica Valle Verde de Colina",68000000,1952.732,85,90,4,2,2,23/10/2022
"Maipú, la Galaxia Sur",140000000,4020.331,76,118,3,3,2,23/10/2022
"Puente Alto, Portezuelo",160000000,4594.664,75,142,3,2,2,23/10/2022
"Santiago, Francisco Pizarro 1798",650000,18.666,85,100,3,1,1,23/10/2022
"Santiago, El parrón",880000000,25270.654,457,1332,5,4,4,23/10/2022
"Lampa, Albatros, Lampa, Región Metropolitana de Santiago , Chile",167150400,4800.0,100,84,3,3,0,22/10/2022
"La Pintana, Avenida Santa Rosa paradero 43  medio   Villa Padre Hurtado calle os Jesuitas 02822",159000000,4565.948,148,118,4,2,1,22/10/2022
"La Florida, Camino de la Naturaleza",336041950,9650.0,150,340,3,3,0,22/10/2022
"Padre Hurtado, Toulouse 2281",75000000,2153.749,70,162,3,1,1,21/10/2022
"Peñalolén, Los robles",487522000,14000.0,424,132,4,3,2,21/10/2022
"Quinta Normal, Salvador Gutiérrez & Neptuno",150000000,4307.498,40,250,1,1,6,21/10/2022
"Providencia, Crucero Exeter",370000000,10625.162,216,288,4,2,4,21/10/2022
"Las Condes, Nva delhi",320371600,9200.0,96,211,3,2,3,21/10/2022
"Pudahuel, Condominio ciudad de los valles",383018177,10999.0,130,643,5,4,2,21/10/2022
"La Cisterna, Angamos 8342",240000000,6891.997,118,165,4,2,1,21/10/2022
"Quilicura, Fuerteventura & Camino del Cerro",191526500,5500.0,134,186,4,4,1,21/10/2022
"Talagante, San Martín 0000",68000000,1952.732,0,0,3,1,2,21/10/2022
"Buin, Avenida Victor Troncoso Muñoz & Buin Alto Jahuel",150000000,4307.498,0,0,3,2,2,21/10/2022
"San José de Maipo, Comercio 18269",400464500,11500.0,708,600,7,7,2,20/10/2022
"El Bosque, Juan Solar Parra",125000000,3589.582,140,240,5,2,1,20/10/2022
"Colina, Parque Norte",477075100,13700.0,178,414,5,5,2,20/10/2022
"Quilicura, Kintamani",107951300,3100.0,86,118,4,2,0,20/10/2022
"La Reina, Lynch Norte",280000000,8040.663,1,1,3,1,1,20/10/2022
"Puente Alto, Omar Herrera Gutiérrez",100000000,2871.665,126,75,4,2,1,20/10/2022
"San Miguel, Pasaje Cuatro entre Decima avenida y Callejón Ovalle",141729610,4070.0,70,156,3,1,3,20/10/2022
"San Bernardo, Monte rex",81137590,2330.0,57,70,3,2,1,19/10/2022
"Puente Alto, Punta Argolla 2668",80000000,2297.332,56,120,5,1,1,19/10/2022
"Santiago, De La Collera 0181",141416203,4061.0,57,178,3,1,2,19/10/2022
"Buin, José Miguel Carrera",90000000,2584.499,0,0,5,1,0,19/10/2022
"San Bernardo, Valle del Cachapoal",135000000,3876.748,87,180,4,1,1,19/10/2022
"Puente Alto, Chepu",45000000,1292.249,60,60,3,2,1,19/10/2022
"Quilicura, Late Harvest #0168",142000000,4077.765,80,117,3,3,1,19/10/2022
"Santiago, Santiago del Campo",186000000,5341.297,140,325,3,3,2,19/10/2022
"Santiago, La curruca",120000000,3445.998,0,0,3,1,1,19/10/2022
"Maipú, Salmos Nte. 142",218000000,6260.23,150,230,4,3,2,19/10/2022
"Lo Espejo, Trece sur",80000000,2297.332,91,120,3,2,0,19/10/2022
"Lo Barnechea, Camino Huallalolen",151480050,4350.0,142,1281,3,2,2,19/10/2022
"Maipú, Simón Bolívar",92000000,2641.932,84,78,3,1,1,18/10/2022
"Puente Alto, Independencia",125000000,3589.582,80,188,3,2,2,18/10/2022
"Maipú, Pedro de Villar",87000000,2498.349,65,70,3,2,1,18/10/2022
"Puente Alto, San Agustín 2662",139000000,3991.615,122,157,3,2,1,18/10/2022
"El Bosque, Los Aviadores 516",135000000,3876.748,186,355,8,4,1,18/10/2022
"Puente Alto, Osa Mayor & Hidra",50000000,1435.833,0,0,4,1,1,18/10/2022
"Macul, Cardenal Carlos Oviedo Cavada 4755 casa D Villa Universidad Católica Macul Santiago.",145000000,4163.915,90,140,3,1,1,18/10/2022
"Santiago, San Alberto de casas viejas",110000000,3158.832,80,140,2,1,1,18/10/2022
"Ñuñoa, Fidias 915",139900000,4017.46,64,80,3,1,2,18/10/2022
"Santiago, San pedro",145000000,4163.915,0,0,3,1,1,18/10/2022
"Ñuñoa, Av. José Pedro Alessandri 1625",241323390,6930.0,109,119,4,3,1,18/10/2022
"Santiago, Eisenhower",130000000,3733.165,80,175,3,1,1,18/10/2022
"Estación Central, Laitec 5837",90000000,2584.499,72,160,4,2,2,18/10/2022
"Pedro Aguirre Cerda, Cinco Poniente",67500000,1938.374,90,147,3,1,0,18/10/2022
"Puente Alto, Pedro Núñez Fernández",75000000,2153.749,56,80,2,1,2,17/10/2022
"La Florida, Sotero del Rio/ avenida Américo Vespucio",69000000,1981.449,140,180,4,2,3,17/10/2022
"La Cisterna, Fernando Rioja",210000000,6030.497,139,196,5,3,2,17/10/2022
"Quilicura, Avenida Manuel Antonio Matta & Volcán Villarrica",83000000,2383.482,91,91,3,1,2,17/10/2022
"Puente Alto, Estero Coyanco 3650",101091169,2903.0,82,138,4,1,2,17/10/2022
"Puente Alto, Rómulo Betancort",135000000,3876.748,120,150,5,2,1,17/10/2022
"Puente Alto, Lomas de Eyzaguirre",112000000,3216.265,1,1,3,1,1,17/10/2022
"Maipú, Las torres",102000000,2929.099,90,150,3,1,3,17/10/2022
"Maipú, Ignacio García Silva",156703500,4500.0,101,191,3,2,2,17/10/2022
"Peñalolén, Kansas",167000000,4795.681,149,162,8,4,0,17/10/2022
"Peñalolén, Avenida Consistorial",300000000,8614.996,120,230,4,3,2,17/10/2022
"Padre Hurtado, Las Violetas",400464500,11500.0,350,5000,5,3,3,17/10/2022
"Puente Alto, Isla Javier",85000000,2440.915,80,80,4,2,1,17/10/2022
"Estación Central, Örebro",140000000,4020.331,61,186,3,1,0,17/10/2022
"Maipú, Santa Bárbara 0955 Maipú Chile Cuatro Poniente con Silva Carvallo",168000000,4824.398,0,0,3,3,2,17/10/2022
"Paine, Blanca Leyton, Paine, Región Metropolitana de Santiago , Chile",52756845,1515.0,83,92,4,2,2,17/10/2022
"Maipú, Plaza de Maipú",210000000,6030.497,94,164,5,1,2,16/10/2022
"Talagante, Villa Esperanza",85000000,2440.915,80,138,2,2,1,16/10/2022
"Lampa, Pasaje Angelmó 100 Lampa",76610600,2200.0,92,306,2,1,2,16/10/2022
"Santiago, Los Ceibos 1100",177597300,5100.0,85,200,3,2,2,16/10/2022
"Paine, Huelquen",250000000,7179.163,0,0,4,2,0,16/10/2022
"Puente Alto, Domingo Santa María González 0537",141033150,4050.0,70,152,3,2,1,15/10/2022
"Recoleta, El Roble 458",260000000,7466.33,123,289,4,1,0,15/10/2022
"Puente Alto, Los Mayas 889",70000000,2010.166,43,80,2,1,1,15/10/2022
"Puente Alto, Portezuelo del Cepo",145000000,4163.915,73,185,3,2,1,14/10/2022
"Puente Alto, Casa en Puente Alto Oportunidad",85000000,2440.915,132,130,4,2,1,14/10/2022
"Puente Alto, Avenida La Florida & Avenida Diego Portales",135000000,3876.748,170,200,6,3,2,14/10/2022
"Puente Alto, Aveiro Norte",153221200,4400.0,108,146,4,3,1,14/10/2022
"Cerro Navia, Villa Nova 1587",135000,3.877,176,162,5,3,1,14/10/2022
"Lampa, Alcalde Mario Riquelme",56100000,1611.004,0,0,5,1,0,13/10/2022
"Lampa, Alcalde José Solano",61200000,1757.459,0,0,2,1,1,13/10/2022
"Quilicura, Granada 363",150783590,4330.0,90,120,4,2,1,13/10/2022
"Padre Hurtado, Rodolfo Jaramillo 2618",117000000,3359.848,0,0,4,2,0,13/10/2022
"Paine, Pje. El Avellano, Paine",75078388,2156.0,110,60,3,1,2,13/10/2022
"Las Condes, Toledo 867",1654092500,47500.0,550,670,6,7,5,13/10/2022
"La Reina, Dragones de La Reina",250000000,7179.163,70,218,3,1,3,13/10/2022
"Colina, Algarrobal Nte. 2",609054270,17490.0,384,5000,5,5,8,13/10/2022
"Maipú, Av. Los Pajaritos 241",93000000,2670.649,75,140,3,2,2,13/10/2022
"Pudahuel, La Estrella 306",93000000,2670.649,80,98,3,2,1,13/10/2022
"Maipú, Calle Esdras",86000000,2469.632,49,132,3,1,3,13/10/2022
"Buin, Francisco Garate Gracia",120000000,3445.998,65,116,3,2,2,13/10/2022
"Isla de Maipo, Isla de Maipo",220000000,6317.664,184,871,3,3,8,13/10/2022
"Maipú, El abrazo",122000000,3503.432,80,123,3,3,3,13/10/2022
"Cerro Navia, Vicuña Rozas 6473",355000000,10194.412,177,240,2,2,3,13/10/2022
"La Cisterna, Avenida Fernandez Albano",125000000,3589.582,71,143,3,1,2,13/10/2022
"Santiago, Parque Central - Ciudad Satelite",149000000,4278.781,105,150,3,3,2,13/10/2022
"Santiago, El carmen",180000000,5168.998,138,220,6,3,2,13/10/2022
"Santiago, Capellán Florencio Infante",105000000,3015.249,70,90,3,2,1,13/10/2022
"Santiago, Ciudad del Valle",313407000,9000.0,137,600,3,3,2,13/10/2022
"Peñalolén, Las pircas",521300310,14970.0,200,500,4,4,2,13/10/2022
"Pudahuel, Ciudad del Valle",334300800,9600.0,220,1000,3,4,8,13/10/2022
"Quilicura, la fuente",190830040,5480.0,95,119,4,3,1,13/10/2022
"La Granja, Isla Riveros",60000000,1722.999,0,0,3,1,0,13/10/2022
"Huechuraba, Nueva Central  xxxx",90000000,2584.499,62,61,4,1,1,12/10/2022
"Buin, Alto Sacramento",242019850,6950.0,122,240,4,3,2,12/10/2022
"Quilicura, Pasaje Bombero Sergio Larenas",85000000,2440.915,0,0,4,1,2,12/10/2022
"Maipú, Periodista Hernán Solis",145908370,4190.0,96,121,3,3,1,12/10/2022
"La Cisterna, Avenida Fernández Albano",223180607,6409.0,80,200,2,1,2,12/10/2022
"Santiago, C. Catorce 1777",101195638,2906.0,75,120,3,2,0,12/10/2022
"Til til, El Llano de Caleu",110000000,3158.832,115,5000,2,3,0,12/10/2022
"Puente Alto, Punta Blanca",85000000,2440.915,45,60,2,1,1,12/10/2022
"Maipú, Alberto Camus",129646029,3723.0,70,145,4,2,2,12/10/2022
"Maipú, Ernesto Pinto Lagarrigue",138525894,3978.0,70,146,3,2,1,12/10/2022
"Recoleta, Urmeneta",177597300,5100.0,220,280,5,3,0,12/10/2022
"Isla de Maipo, Isla de Maipo",500000000,14358.326,300,5100,6,4,1,12/10/2022
"Lampa, Avenida La Hacienda",83000000,2383.482,81,120,3,1,2,12/10/2022
"Vitacura, Texas",502000000,14415.76,140,300,4,3,3,12/10/2022
"Maipú, Las rosas",128000000,3675.732,115,70,3,2,3,12/10/2022
"Quilicura, Pto montt",81000000,2326.049,91,91,4,3,1,12/10/2022
"Pudahuel, Laguna Abascal",142774300,4100.0,105,150,3,2,2,12/10/2022
"Maipú, Chillán 1175",146000000,4192.631,68,180,2,1,1,12/10/2022
"La Reina, Sector Blest Gana L3 Castillo Velasco",449216700,12900.0,228,451,3,2,3,12/10/2022
"La Granja, Isla san felix",75000000,2153.749,160,180,7,1,2,12/10/2022
"Peñalolén, Lago Caburga",76000000,2182.466,151,151,3,1,3,12/10/2022
"Maipú, Pdte. Eduardo Frei Montalva",117000000,3359.848,92,139,5,2,2,11/10/2022
"Maipú, Mario Moreno Reyes 1528",188044200,5400.0,132,185,5,3,3,11/10/2022
"Pirque, Calle Violeta Parra",98000000,2814.232,75,220,3,2,1,11/10/2022
"San Bernardo, Pje. Superintendente Joaquín Guzmán 1724",56000000,1608.133,0,0,3,1,1,11/10/2022
"Buin, Jorge Valdes Perez 3139",261172500,7500.0,138,240,3,3,2,11/10/2022
"Maipú, Santa Gumercinda",135000000,3876.748,145,110,7,3,1,11/10/2022
"Macul, Roque Esteban Scarpa Straboni 2329",128000000,3675.732,87,171,4,2,2,11/10/2022
"Maipú, Santa Berta",145000000,4163.915,93,124,4,3,0,11/10/2022
"Puente Alto, Cahuil 3356",160000000,4594.664,90,160,3,2,2,11/10/2022
"Quinta Normal, Nueva Extremadura 4400",150000000,4307.498,150,180,5,2,0,11/10/2022
"Lampa, La Montaña Norte",172373850,4950.0,126,166,4,3,2,11/10/2022
"Lampa, Río maule",138247310,3970.0,83,135,4,3,2,11/10/2022
"Puente Alto, Pasaje Don Ignacio de la Carrera",79000000,2268.616,56,91,2,1,2,11/10/2022
"Maipú, Pastor José Torres Grosa",125000000,3589.582,90,114,4,3,2,11/10/2022
"La Reina, Jesús",1340685500,38500.0,310,1280,3,2,5,11/10/2022
"Talagante, Octavio Leiva Opazo",125000000,3589.582,164,103,6,2,3,11/10/2022
"Lampa, La Montaña Norte",175856150,5050.0,126,166,3,3,2,11/10/2022
"Lo Espejo, Pasaje 21 Sur",60000000,1722.999,70,140,3,1,0,11/10/2022
"Lampa, Avellaneda 392",198491100,5700.0,106,213,4,3,2,11/10/2022
"Buin, Alto Sacramento",235055250,6750.0,119,220,4,3,2,11/10/2022
"Lampa, Pedro Jesús Rodríguez",53000000,1521.983,99,168,4,1,1,11/10/2022
"Lampa, Alcalde Mario Riquelme",55000000,1579.416,0,0,2,1,1,11/10/2022
"Huechuraba, Av. Las Torres 1090",135000000,3876.748,120,355,5,3,4,11/10/2022
"Lo Barnechea, Avenida Paseo Los Bravos",940221000,27000.0,280,859,5,4,0,10/10/2022
"Quilicura, Pasaje La Lavanda",146256600,4200.0,65,153,3,2,2,10/10/2022
"Puente Alto, Los Chercanes",85000000,2440.915,85,98,2,1,2,10/10/2022
"Independencia, Teniente Bisson & Gamero",140000000,4020.331,83,160,4,2,0,09/10/2022
"Colina, Los Corrales 1374",222518970,6390.0,130,280,4,3,3,09/10/2022
"Colina, Autopista Los Libertadores km 41, Chacabuco",546721100,15700.0,380,5000,5,6,8,09/10/2022
"Puente Alto, La Glorieta 02408",139000000,3991.615,120,155,4,2,1,08/10/2022
"Puente Alto, El Peñón 2123, Puente Alto, Chile",65000000,1866.582,65,70,3,1,0,08/10/2022
"Santiago, Teniente Bisson",170000000,4881.831,200,210,5,2,1,08/10/2022
"Puente Alto, canal el  torrente, puente alto",45000000,1292.249,63,63,3,1,0,08/10/2022
"Puente Alto, Manuel Rojas",85000000,2440.915,100,100,4,1,1,08/10/2022
"Lo Espejo, Pío xii",70000000,2010.166,147,147,7,1,1,08/10/2022
"Puente Alto, Volcán Olca",85000000,2440.915,80,80,2,1,1,08/10/2022
"Puente Alto, Violeta",47000000,1349.683,80,95,4,1,3,08/10/2022
"Renca, Domingo Santa María",410911400,11800.0,300,300,5,2,1,07/10/2022
"El Bosque, Lincoyán",100000000,2871.665,106,143,5,1,0,07/10/2022
"Estación Central, Avenida Libertador Bernardo O'Higgins 4272",90000000,2584.499,70,70,3,1,1,07/10/2022
"Lampa, Valle Grande",97000000,2785.515,60,80,2,2,1,07/10/2022
"Curacaví, La aurora",521996770,14990.0,234,8600,5,4,3,07/10/2022
"Lampa, Blanca Estela Sur",98549090,2830.0,56,84,2,2,1,06/10/2022
"Lampa, Pasaje Esteban Despots",100986700,2900.0,56,75,2,2,1,06/10/2022
"Peñalolén, Mar Pérsico",289030900,8300.0,154,235,5,3,3,06/10/2022
"Lampa, Río toltén",160185800,4600.0,88,190,3,3,2,06/10/2022
"Lampa, Río Maule 2610",170632700,4900.0,105,160,4,3,3,06/10/2022
"Lampa, Calle del Rocío",100986700,2900.0,50,140,2,1,2,06/10/2022
"Lampa, Arenzana Sur",141033150,4050.0,77,144,3,3,1,06/10/2022
"Lampa, Gral. San Martín Nte. 305",146256600,4200.0,95,160,3,3,2,06/10/2022
"Lampa, Las Magnolias",111433600,3200.0,80,100,3,1,1,06/10/2022
"Quilicura, Pasaje Robert Haldeman",115000000,3302.415,170,170,3,2,1,06/10/2022
"San José de Maipo, Canelo",195000000,5599.747,97,496,3,1,4,06/10/2022
"Maipú, Las Prosas, Santiago, Maipú, Chile",115000000,3302.415,90,101,4,2,2,06/10/2022
"Maipú, Anticura 1877",195008800,5600.0,140,224,5,3,3,06/10/2022
"Maipú, Capri",132000000,3790.598,110,230,3,2,2,06/10/2022
